kab_kota,tahun,Intercept,X1_Produksi_Perikanan_Tangkap_Laut,X5_Persentase_Penduduk_Miskin,X8_PDRB_per_Kapita_ADHB,X12_Kepadatan_Penduduk,X13a_Jumlah_Pelabuhan_Utama,X13b_Kunjungan_Kapal_Tahunan,X13c_Jarak_ke_Pelabuhan_Induk,X17_TPT,X27_Volume_Wacana_Digital,X9_Pangsa_Pengeluaran_Pangan,local_R2,local_condition_number
Kota Ternate,2021,34.456556604178495,0.9650008112023468,0.967038511282988,-3.7013449594767938,-0.08490910780914805,0.10932314909431634,-1.9390471221245018,3.1030839530885896,0.49172125649324167,-1.6978295362078648,0.8427280442267295,0.6349477710185876,7.92439595474071
Kota Ternate,2022,34.17168423742059,1.0362103236709566,1.1327584122412242,-3.041274652569793,-0.6358070325823713,-0.31779917612311354,-1.1578139845027942,3.3267903576841276,0.2590209840184391,-0.964553397020076,0.47344623966871124,0.6200732626404523,8.389431672803264
Kota Ternate,2023,33.46927902371304,1.3634632396013213,1.0408388496111787,-2.5604752921785283,-0.9601574039573461,-1.0641379941417997,-0.586284474191071,3.1610381432534886,-0.3692044378824443,0.04788046008761304,0.39242529076012056,0.6219179509311045,8.87867432293377
Kota Ternate,2024,32.57677453537688,1.6068402425256145,0.9554115774725216,-2.149031994573359,-1.2245091153379377,-1.855227711023331,-0.016534304452799686,2.6319256897454495,-1.317516414649603,1.3269420950412534,0.656310141757747,0.6512295360215219,9.641216272355326
Kota Ternate,2025,31.649876911875356,1.2079777746176963,0.25327806732984204,-2.1187942587437147,-0.811160873361479,-1.2484780249772898,-0.6756930719696732,1.4610541420833574,-1.2281271894200694,0.7182977764597689,0.6383568576299494,0.6421542780569345,8.71238395213953
Kota Tidore Kepulauan,2020,33.33943829920667,1.1581344086126044,-0.19173799852353637,-3.8773536996132774,0.8660850180247204,0.34007719751713006,-3.3747774061858027,1.4396746606115567,0.767659765268734,-2.4144967359000984,1.781971365838174,0.6171685203373187,6.661067258339021
Kota Tidore Kepulauan,2021,34.04488694965258,0.9431068475007434,0.6328143447829166,-3.7024308368456453,0.09081486783415023,0.2736496458556295,-2.2709226014820336,2.6191823632271363,0.5550623969285139,-1.8506198206173885,1.0337857903204233,0.626897605014138,7.38473060740065
Kota Tidore Kepulauan,2022,34.083161149480894,0.9209976445371504,1.0723008626462724,-3.0905797977002116,-0.6781695468018396,-0.11214698773566273,-1.2198067029298452,3.248908903459721,0.2582321264023245,-0.9565683034676513,0.4735261356944107,0.6205884422860566,8.290989064236435
Kota Tidore Kepulauan,2023,33.30769520306529,1.31986210089004,0.9964612159885717,-2.537374863881446,-1.0360073103309815,-1.0020970904297375,-0.5450838956180434,3.0537392757485757,-0.4554314497693406,0.18898125626419487,0.4215867468704946,0.6239276659188115,8.857097176241759
Kota Tidore Kepulauan,2024,32.265745559490234,1.4382066544762422,0.7299880725086125,-2.1594010251731826,-1.1458280720519811,-1.5468526255962707,-0.23111021619776895,2.242898962759538,-1.262149315599463,1.1301394935137643,0.6593821735447232,0.6460914648239465,9.235838614281178
Kota Tidore Kepulauan,2025,31.488315730493746,1.0703271584213492,0.13495017776548401,-2.130552232629924,-0.7365740959798985,-1.012054024601388,-0.83596243771123,1.2009034155067893,-1.1210306508778825,0.5284267102917561,0.6385832795890904,0.6385658439149224,8.483120555173423
Kota Tual,2020,32.31179095942499,1.3122312050201057,-1.086870695377805,-4.352531967005044,0.45933095005087515,0.4344835500021303,-4.423906941681965,-0.07108907750497492,1.0286708005222478,-2.127028207552086,2.3782399598866535,0.5763578065450765,9.120327436034545
Kota Tual,2021,32.00120369421333,1.1000630778711706,-0.707236512145357,-4.011759928882284,-0.7280450656010671,0.12373922412967286,-3.2362179573626055,-0.32929839795819593,1.049289446458894,-1.6360110448886565,2.077483089353603,0.5551472660606074,10.148682073514061
Kota Tual,2022,31.608494749523764,0.6953957427272066,0.044108727486591226,-3.4513329887897113,-2.5864477320395407,-0.5266673208742031,-0.917457284240801,-0.6891334047382871,0.9293543874512957,-0.8329027344587784,1.4644280815062554,0.5362482979776516,11.322478092814663
Kota Tual,2023,31.412767765336795,0.47475191691408053,0.3114957894458301,-2.7813188265221145,-2.537715701500551,-0.7606685308470427,0.10685665711506676,-0.5978956384248266,0.49554210495450257,-0.508561906261326,0.9476553592156758,0.5309455507386767,10.408300923113227
Kota Tual,2024,31.19102150081447,0.47986223700726344,0.09521048431462509,-2.330797561347444,-1.636497651517145,-0.5181311417405641,-0.6373613340959597,-0.29624032492621066,0.1500717522494085,-0.4683449912645269,0.7154379459334825,0.5582863702231112,8.819345646659182
Kota Tual,2025,31.099789111197094,0.5067592686071837,-0.004496137198496175,-2.2000421453306123,-1.0603011595108458,-0.43476244385441465,-1.0041119899400377,-0.13885478355004288,-0.13908932612143898,-0.43928573276066873,0.6193976721681971,0.5886084631726523,8.35203611763785
Maluku Barat Daya,2020,32.71820018204881,1.650168036875323,-1.9230072556760958,-5.23608890071962,0.9663170792871689,0.3322680750658849,-5.231363137284137,0.49547659360573215,1.443196116947792,-2.937083459850311,2.3601732613148454,0.6209561530649963,10.03964462663353
Maluku Barat Daya,2021,32.761605681949035,1.3668004047389035,-2.14991880840067,-5.318944598130795,-0.5684286966671415,0.0640562206212783,-4.107099845692298,0.47740295184372766,1.7236861529325473,-2.530227600070289,2.176219817363683,0.6113576224064902,12.327633294128136
