varian,rentang,N,bw,pct_CN,pct_VIF,gate,RMSE,R2_lokal_rata2
GTWR-12b (2020-2025),2020-2025,126,110,0.0,7.142857142857142,True,3.41098539142682,0.6078983089220736
GTWR-12b (2021-2025),2021-2025,105,99,0.0,4.761904761904762,True,3.219227822315738,0.611363497132398
GTWR-12d (2020-2025),2020-2025,126,96,0.0,2.380952380952381,True,3.3994722339887877,0.6099750368880599
GTWR-12d (2021-2025),2021-2025,105,99,0.0,0.0,True,3.311904173737248,0.5943137781508642
