kab_kota,tahun,Intercept,X1_Produksi_Perikanan_Tangkap_Laut,X5_Persentase_Penduduk_Miskin,X8_PDRB_per_Kapita_ADHB,X12_Kepadatan_Penduduk,X13a_Jumlah_Pelabuhan_Utama,X13b_Kunjungan_Kapal_Tahunan,X13c_Jarak_ke_Pelabuhan_Induk,X17_TPT,X20_RT_Akses_Sanitasi_Layak,X27_Volume_Wacana_Digital,X9_Pangsa_Pengeluaran_Pangan,local_R2,local_condition_number
Kepulauan Sula,2021,34.13043171526587,2.3586141323452794,-0.04259665438252477,-4.262309414556999,1.2300343045357467,-1.1272488959436546,-3.1913111063910797,2.8271882562194697,1.268315592815846,0.254715683004013,-2.9166885775729026,1.6146109869625584,0.6603264404657567,11.547903804327769
Kepulauan Sula,2022,34.57977780432287,2.965943501069115,0.8605443319257468,-3.9714816984468135,0.23623752266106582,-2.2854761591715875,-1.2995504181443711,4.324008086201332,0.4873807773543598,-0.06075343027999765,-1.7592707425783376,0.328406765771713,0.6724665778476999,13.002133992487368
Kepulauan Sula,2023,33.80738026416577,3.241804899346155,0.8301315328016132,-3.007148215253899,-0.6984899274674223,-2.879018014250691,-0.23120147374060063,4.261176168343343,-0.918662476768246,-0.17943428322400484,0.23378661882582003,-0.27285955150394947,0.6738359967759051,14.711775868870413
Kepulauan Sula,2024,32.717065747087275,2.823677027068028,0.6201716678239353,-2.3303438790473794,-0.9501937363318472,-2.8756689263731117,0.0027230379498079937,2.9999568772069605,-1.9189650101045639,-0.22427379943645606,1.4625447445260982,0.1373217961394151,0.6679204323221568,15.039044669609451
Kepulauan Sula,2025,31.84902601592632,1.9426064327696728,-0.023224310942486337,-2.1946319888386956,-0.5456766247832674,-1.8382687615923825,-0.768155010286588,1.824888556774923,-1.7431816162100477,0.03676843384535808,0.9486020889859206,0.3473215246194372,0.6725761909278067,13.071816643253268
Kepulauan Tanimbar (Maluku Tenggara Barat),2020,32.2089143502836,1.3326974507676213,-1.5732973950729856,-5.575147781952969,-0.4269413396604548,0.33246715956302625,-4.92989015333146,-0.01744034823775563,1.4198385305995027,-0.2641431687485868,-2.0619798723723757,2.4514646009000507,0.6043567257046023,13.49253866237572
Kepulauan Tanimbar (Maluku Tenggara Barat),2021,31.83914865439098,0.7730796366512128,-1.308422915919693,-4.858504291503906,-3.775231399296778,-0.295135171744042,-2.9458483982375014,-0.28040199724724385,1.8455055980628707,-1.322726716081053,-0.9784177357903319,1.9831652526480357,0.5942074612847192,15.5341142437711
Kepulauan Tanimbar (Maluku Tenggara Barat),2022,32.23799256613925,0.3856056921768578,-0.7298560566475055,-3.9638809890739553,-4.499633624106501,-0.914656809837097,-0.14052730374312716,-0.5597808850556782,1.259465557806505,-1.1758017982204487,-0.4955114551917289,1.454530358480773,0.5431691004721968,14.855656300549807
Kepulauan Tanimbar (Maluku Tenggara Barat),2023,32.260126551941994,0.13729536151380495,-0.0822060556374935,-3.4658406790656673,-4.013044029402151,-1.3638904608645401,1.8803566309979702,-0.5954803083754088,0.4880605730305858,-0.1560480141096856,-0.23655533506541637,0.9993929608845911,0.5231127068956685,14.582802505187143
Kepulauan Tanimbar (Maluku Tenggara Barat),2024,31.926271628344857,0.03161683337702004,-0.04312709616322463,-2.5241847783788884,-3.4252323633804775,-1.2355791809371528,1.507825563793335,-0.3903815616997015,0.21055227360316708,0.36055659976345433,-0.13243361067752935,0.6261294922669136,0.5344020683083719,12.963385409002214
Kepulauan Tanimbar (Maluku Tenggara Barat),2025,31.32432192386659,0.28778558516053887,-0.47158236078397264,-2.2813461261646317,-2.229217802383425,-0.6273166942476947,-0.636615533313344,-0.06290940949023316,0.12129284443771016,0.40462614040591194,-0.2753331609923083,0.44849184653239194,0.5638528045446733,10.005093848788727
Kota Ambon,2020,32.93745656778193,1.7712854880552975,-1.8850347939972638,-4.905657986753194,2.136725591441629,0.7765687450109819,-6.44713400575252,1.0086344712318975,1.5692578838803557,0.806057668984085,-3.324269578934031,2.879219081989823,0.6567070882396999,9.456270904060618
Kota Ambon,2021,32.782814314074535,1.7923833821169448,-2.122218106550908,-4.659237996736836,1.8863010096678159,0.7317828941732983,-6.216209387075379,1.212449679013921,1.9372541825731602,1.097179099618804,-3.498991904971621,2.694903048980472,0.6499534145970853,10.153382898060967
Kota Ambon,2022,32.53369138672588,1.9922911383159,-2.692917901347405,-4.4593573133843964,1.1655774733632935,0.4778943477407673,-5.392462742863967,1.558115711463492,2.315980068881669,1.6436933197014485,-3.6427811369766068,1.8770956055714394,0.635916396997517,13.329443779227399
Kota Ambon,2023,31.979438589497885,2.4373961614688064,-2.174991242615768,-3.7730672224745074,0.31859340127928903,-0.3675649617708001,-3.3520497321492915,1.8362960641325463,0.1846223101617681,1.1831600938066411,-1.6371906371600424,0.3444107142928128,0.6361520278805806,14.171995105451709
Kota Ambon,2024,31.45198178414123,1.5771974230301509,-1.1766782412713201,-2.599016291678676,-0.16475904339891612,-0.5062967494004562,-2.086779358173513,1.0221258874284027,-0.6317074002533636,0.55700012011214,-0.5397414755415887,0.37508887626112797,0.6298775352576518,10.858821864752986
Kota Ambon,2025,31.176786448087,1.0986900973341798,-0.881596529241726,-2.308010347639335,-0.292904162324076,-0.4579638066099967,-1.8364855761363321,0.6859821208953254,-0.7219209409247301,0.48827204835745386,-0.30025777236113116,0.46048419280022146,0.6445136340595277,9.87181662341973
Kota Ternate,2020,33.99716014532493,1.2666781538113503,0.44736291480981016,-4.057678542053403,0.8131637180898429,0.05218351882153222,-2.9202476649181963,2.1595071528184566,0.47182793400942646,-0.2136902189425397,-2.225820803061873,1.5057185761279017,0.6396792055362011,9.18638395502
Kota Ternate,2021,35.5462146844671,1.2576901237746203,2.397880938753491,-3.9532495506512118,-0.41545393641132067,-0.6642428690983211,-0.598305324862202,4.245952850849682,-0.48641877884263474,-0.9030871142747141,-0.8939694162478038,0.0018651692879525228,0.6670509205108182,12.226132612989783
Kota Ternate,2022,35.19262863183342,1.8698382700400296,2.739387910266947,-3.272911745761759,-0.8995650732780408,-1.781303838897796,0.5000685823676541,4.56614171950123,-1.2374865961537782,-1.2491776511657542,0.1607021889401553,-0.5711643596552134,0.6590830632087971,12.36138354101007
Kota Ternate,2023,34.1099639084868,2.201419686026158,2.6253888809531905,-2.4048343673068313,-1.3285431198833324,-2.7886210295751495,1.2990329305390094,3.944143286088951,-2.27619515290092,-1.311493613150475,1.9451966935323663,-0.18678636127391723,0.6640447477815454,13.219171078498222
Kota Ternate,2024,33.26528329558107,2.01728192224773,2.668631067547008,-1.8521398265026123,-1.8704502981593307,-3.2798305778589123,1.917761545789146,3.112681563484581,-3.270735090761584,-1.3002372929152766,3.6340054898906926,0.42200425962661847,0.6933211641891721,15.025980117623524
Kota Ternate,2025,31.989044013986337,1.3632335992473597,1.1101453546858324,-1.9651445748834258,-1.1221211277742624,-1.8937532515491253,0.25934564502594615,1.6987357373536685,-2.225301554474861,-0.6381334115915523,1.8632149486705474,0.48559200759458654,0.6700860476026081,12.467145994780015
Kota Tidore Kepulauan,2020,33.855240935679525,1.180445925182011,0.24887192464185276,-4.095241416039636,0.9508658983732895,0.2909068227302132,-3.2711201587066685,1.9429781809055893,0.5559203046267681,-0.13440162100327863,-2.319552172143516,1.7054717980252505,0.6406202818497804,8.901694777270281
Kota Tidore Kepulauan,2021,35.03372472218658,1.0586891521705915,1.849342731992412,-3.913767308230477,-0.2517326789743549,-0.21250132708921224,-1.1561709458989713,3.6798428400059624,-0.2023994073714618,-0.6960006610080789,-1.1671274334128203,0.33616646835219355,0.6558292804474405,11.522041502625168
Kota Tidore Kepulauan,2022,35.092624070849894,2.1121567834727992,2.6734820977072653,-3.4062695627755786,-0.9004682152571823,-1.9531005724245394,0.5267551784848856,4.642821767015473,-1.3368469261562557,-1.2807647241438564,0.18720998057773258,-0.6838205065139603,0.6624933333291252,12.314561375307024
Kota Tidore Kepulauan,2023,33.935129157672385,2.414026865832275,2.6450757706248487,-2.3614219039559474,-1.4377242789980553,-3.0652318946141124,1.5291429442612223,3.911249459500833,-2.56195148448313,-1.3613253576943496,2.327791827719337,-0.1259486912673622,0.6724444224751904,13.393357928935838
Kota Tidore Kepulauan,2024,32.9587472267562,1.8286100755950394,2.331250985231677,-1.8786062060621669,-1.8309809006572129,-2.8806360189099336,1.6148324578351487,2.807399765217268,-3.070409228009855,-1.183095673785651,3.346213226631715,0.4298382807678922,0.6879189195353621,14.488631442942824
Kota Tidore Kepulauan,2025,31.803168676817222,1.1777619868193192,0.9674973511223528,-1.9578482967849482,-1.0738072061269222,-1.626840136947724,0.08638124359377741,1.4476484915375483,-2.1214820640451104,-0.5574161720698678,1.740809310426008,0.5359690563224995,0.6745943158255476,12.21708952822087
Kota Tual,2020,32.138963706985834,1.3203964220481137,-0.9510811786053901,-4.657463753048635,0.35223057569743077,0.48930086519141003,-4.766141240848917,-0.19901015998567667,1.0870861776581724,-0.2980122061349178,-2.0431602315864232,2.5242912848739545,0.5991286188737752,11.927958206770763
Kota Tual,2021,31.51149895365195,0.9156905299062238,-0.009797465696507357,-3.7362912862399065,-2.016497775439463,-0.16140791959330358,-2.549982449408769,-0.7197745634790054,1.2276966370172147,-1.1031140744477699,-1.1483459220670733,2.0289510925657472,0.5876869635977806,13.79472877525263
Kota Tual,2022,31.443810394410168,0.5449908750656156,0.5823876633103304,-3.142291949041059,-3.37471488435655,-0.8322295829757091,0.01275179691008932,-0.9691420255871089,0.9660441687103896,-1.222157870250213,-0.5601557673224057,1.3781850623137515,0.5531570031609514,13.746609292518492
Kota Tual,2023,31.588832956766257,0.2666634666331681,0.5940117170344186,-2.999984454882917,-3.108697943945232,-1.0316097816297671,1.3270691427618089,-0.7441720839618156,0.3724110968546719,-0.24494499153975768,-0.33162933600042777,0.8040765267333767,0.5307635882128847,13.405194764726915
Kota Tual,2024,31.28113820242151,0.17459809372284985,0.3077716138628759,-2.3554855520707294,-2.387462037433856,-0.5567859121742098,0.11820853936094755,-0.40011408511212077,0.1421222843144423,0.04312994112345825,-0.25118505721273066,0.3802810573177675,0.5521736998393325,10.619623609124439
Kota Tual,2025,31.02547560434637,0.30972316860104104,-0.024889201026652596,-2.1786548908676195,-1.5314574136798313,-0.3135554413077766,-0.9356396625026704,-0.13395059225782013,-0.08262572154266945,0.24348741425238152,-0.29162796866978646,0.3586725416288714,0.5984192319701196,9.065570682237624
Maluku Barat Daya,2020,32.65228919232815,1.8444332802839942,-2.721283285437173,-6.32589591391048,1.2034647728885388,0.7532155625019564,-7.117133657889253,0.888709547416966,1.9864143438206332,1.008059253897646,-3.2615297989717544,2.6662883078410164,0.6540435471843045,13.207010886184982
Maluku Barat Daya,2021,32.64964078566188,1.259896474729722,-2.859651779811419,-6.403464920234398,-1.6771088340413054,0.21742005735081882,-4.919837642499015,0.7323143316692449,2.3657410685912907,0.7924864125752451,-2.3123625217407375,2.421812616233949,0.638803953708545,16.876579660328865
Maluku Barat Daya,2022,32.828528568116184,0.46097001272385507,-2.5350068050723444,-5.417223022307539,-4.507793078860261,-0.5703427828282861,-1.3675199415487556,0.348503873078023,2.1795485058362205,0.32464649912802557,-1.0575831628788877,1.8738576348135463,0.5935767935796095,17.56140485721609
Maluku Barat Daya,2023,32.4562178441725,0.46216965612908506,-1.985454838958856,-4.51762452730314,-3.83028855897549,-0.9088568253035807,-0.11206887435960389,0.3652576165247816,1.114373577680312,0.5710443884058178,-0.6194418636799027,1.169667220240141,0.5633102703904324,16.660190251556394
Maluku Barat Daya,2024,31.902232180765516,0.6566468589885301,-1.7111201270263694,-2.897071290303507,-2.7641211750431833,-0.8277244454172912,-0.7572944396625624,0.4958795500560238,0.36559134133226845,0.8993908757594127,-0.34731623079917107,0.7138641609748291,0.5693631507620674,14.750961589395315
Maluku Barat Daya,2025,31.4110824688121,0.8101588788523442,-1.4837124351284352,-2.45560330170324,-1.4829099520042188,-0.576577281109103,-1.641234388685946,0.5418443849383938,-0.04270751064602529,0.9092697498142744,-0.4607745914507142,0.5763381915065231,0.5905714087627126,11.623059105888776
Maluku Tengah,2020,32.80316128936705,1.5955319779096861,-1.5790860449645594,-4.637474428514268,1.90239462014668,0.8091671766829082,-5.958708544434572,0.7614837134068202,1.3102603065959468,0.5547507114465087,-2.974478880098965,2.8272104431079277,0.6410923454832165,9.200725493060698
Maluku Tengah,2021,32.53795526031303,1.5581197352650686,-1.681639284289705,-4.346998680716695,1.648713806493536,0.8411577957382154,-5.729093082916212,0.8551011507742392,1.5602459644070579,0.7901776811769855,-3.007914687347058,2.694999711985371,0.6357654358069424,9.892590304114728
Maluku Tengah,2022,31.973930352545327,1.558793121963852,-1.8136666669817325,-3.9711220437889314,0.7805662742577442,0.7062053691700376,-4.598661410931157,0.9304975786656529,1.6227229903066593,1.187997067772019,-2.7592499838161673,1.8520101236711692,0.6215726305219892,12.229548652979691
Maluku Tengah,2023,31.529056445333612,1.7440145427953864,-1.5173249436931346,-3.4715027964476075,0.06354177684762141,0.11895194143940857,-2.867147608719393,1.0086351373498732,0.08315949252979005,0.7305479391728116,-1.3910094598132487,0.392596996555834,0.6293451011483645,12.34452536384981
Maluku Tengah,2024,31.229331956018147,1.116770285961843,-0.7588314995573247,-2.466351834585286,-0.3832423588686409,-0.20586463055349014,-1.809969918321996,0.5908665421465054,-0.5268057114242739,0.32063431811505716,-0.424383727557442,0.4327323301488204,0.6319237396267288,10.068584364435043
