Topic,Words,Frequency,Timestamp,Name
1,"enak, boga, erep, kab majalengka, majalengka",5,2026-01-04 00:42:26.600,Komentar Menu Makan Bergizi Gratis
3,"anak, anak anak, inilah kecerdasan, kecerdasan, kecerdasan anak",6,2026-01-04 00:42:26.600,Sekolah Rakyat dan Anak
4,"mbg, mbg geser, keluhan keresahan, dapurnya besar, anak bulan",4,2026-01-04 00:42:26.600,Diskusi Program Makan Bergizi Gratis
5,"pak, leleoto, sampe ladaake, buguru, selamat menikmati",3,2026-01-04 00:42:26.600,Dukungan kepada Pemerintah Daerah
6,"downgrade, downgrade mbg, makanan pokoknya, pokoknya ganti, seragam makanan",1,2026-01-04 00:42:26.600,Diskusi Umum tentang MBG
7,"orang, kapala maaloring, nona loci, mbg pengelola, nyinyir menentang",3,2026-01-04 00:42:26.600,Kemiskinan dan Kerawanan Pangan
8,"lebih, baik, lebih baik, konten, bogor",5,2026-01-04 00:42:26.600,Perbandingan Program MBG
9,"kpm, manfaat kpm, tahap, manfaat, bpnt",3,2026-01-04 00:42:26.600,Bantuan Sosial Presiden
10,"butuh, anak tanggung, hidup wali, kebun binatang, kasihan bangettt",2,2026-01-04 00:42:26.600,Kelaparan dan Kehidupan Masyarakat Adat
11,"terakhir, talalu, allah, manyala terakhir, kasusnya gimana",7,2026-01-04 00:42:26.600,Doa dan Harapan Masyarakat
12,"beras, bos tegaskan, beras terganggu, uang beredar, minskin mlh",3,2026-01-04 00:42:26.600,Impor Beras Nasional
13,"rakyat, besar masalah, masalah, konoha, besar",4,2026-01-04 00:42:26.600,Kritik Pajak dan Kebijakan Pemerintah
15,"sekolah, tulis, dng syarat, syarat, buku",4,2026-01-04 00:42:26.600,Pelaksanaan MBG di Sekolah
16,"sayurnya ganti, saran sayurnya, ganti selada, aku suka, selada",2,2026-01-04 00:42:26.600,Komentar Personal
17,"rekues, bang rekues, ayam, goreng, bang",2,2026-01-04 00:42:26.600,Permintaan Menu MBG
18,"maluku tengah, tengah, tengah terkait, dugaan penyimpangan, kejari maluku",2,2026-01-04 00:42:26.600,Kegiatan Gizi di Maluku Tengah
19,"aku liat, liat kamu, tadi aku, tadi, kamu",1,2026-01-04 00:42:26.600,Pengalaman Pribadi
21,"nkri, aamiin, semua, lebih maju, hindarkan nkri",1,2026-01-04 00:42:26.600,Pelaksanaan Dapur MBG
22,"ikan, sarang ikan, pancing, olahan, sarang",4,2026-01-04 00:42:26.600,Potensi Perikanan Maluku
23,"jumat, hari, tiap, depok, tiap hari",4,2026-01-04 00:42:26.600,Variasi Menu Harian MBG
24,"mudahan, semoga, segala, diberikan, mudahan diberikan",5,2026-01-04 00:42:26.600,Ucapan Doa dan Motivasi
27,"nasi, puasa, buka, nasi kuning, kata perias",2,2026-01-04 00:42:26.600,Komentar Porsi dan Menu Makanan
30,"bangat, ade, kak, nyiha, paksa",1,2026-01-04 00:42:26.600,Pertanyaan Informasi MBG
31,"baru, baru berjalan, berjalan tahun, art, balik",6,2026-01-04 00:42:26.600,Komentar Isu Pemerintahan
32,"pohon, swasembada, iklim makro, makro, kurma",1,2026-01-04 00:42:26.600,Swasembada Pangan
33,"maluku utara, utara, sherly, tjoanda, sherly tjoanda",5,2026-01-04 00:42:26.600,Pemerintah Provinsi Maluku Utara
35,"lokal, pangan lokal, posyandu, inovasi, pertamina",2,2026-01-04 00:42:26.600,Pangan Lokal Maluku
36,"tdk, sasaran, tepat sasaran, tepat, sdh",3,2026-01-04 00:42:26.600,Ketepatan Sasaran Program
37,"program mbg, program, informasi, bermanfaat generasi, cuma informasi",2,2026-01-04 00:42:26.600,Evaluasi Program MBG Daerah
38,"apa, kamu, keadaan mei, tdk butuh, tetap laku",3,2026-01-04 00:42:26.600,Komentar Umum
40,"buat, mbg buat, pajak buat, bisnis mbg, mbg koruptor",5,2026-01-04 00:42:26.600,Kritik Penggunaan Pajak untuk MBG
41,"mana, mana kau, kau, yappingnya sejak, dibunuh",1,2026-01-04 00:42:26.600,Pertanyaan Lokasi dan Distribusi Beras
42,"biar menetas, makan seperlunya, menetas, maleo, seperlunya",1,2026-01-04 00:42:26.600,Kritik terhadap Pemerintah
43,"jangan, berpihak nelayan, aniaya, aniaya siswa, board peace",3,2026-01-04 00:42:26.600,Pengawasan Program Pemerintah
46,"jadi, pengantin, jadi pengantin, jadi raja, raja ratu",1,2026-01-04 00:42:26.600,Produksi Beras Nasional
47,"bamtuan, dapet bamtuan, mampu malah, dapet, mampu",1,2026-01-04 00:42:26.600,Kritik Makanan Bergizi Gratis
48,"tomagoba, sdn tomagoba, pak sdn, sdn, pak",1,2026-01-04 00:42:26.600,Komentar Sekolah Daerah
49,"ibu, adakdang ngak, berharap berobat, bergerak cpt, berobat ibu",2,2026-01-04 00:42:26.600,Komentar tentang Ibu dan Sekolah
50,"jam, mbg kirain, mkn dowora, kirain mau, puasa jam",1,2026-01-04 00:42:26.600,Jadwal Produksi dan Distribusi MBG
53,"makan, makan nasi, ana, ana piara, asal penting",3,2026-01-04 00:42:26.600,Kebiasaan Konsumsi Masyarakat
54,"tau, motor listrik, warganya, perang, listrik",4,2026-01-04 00:42:26.600,Kritik Penanganan Masalah MBG
56,"mahasiswa sana, maluku kata, kata mahasiswa, lia ade, ade drg",2,2026-01-04 00:42:26.600,Konsumsi Ikan dan Gizi
57,"kepala, ketua, pecat guru, pendidikan krn, peka terbukti",2,2026-01-04 00:42:26.600,Kepala Daerah dan Kebijakan
59,"tak, kosong tak, kosong, dekat tak, dekat",4,2026-01-04 00:42:26.600,Keluhan Ketersediaan Beras
60,"yhahhahahah, yhahhahahah neo, duda, neo duda, neo",1,2026-01-04 00:42:26.600,PSN Merauke dan Ketahanan Pangan
61,"cmh rhna, cmh, pnya, pnya enk, rhna",1,2026-01-04 00:42:26.600,Lowongan dan Kondisi Kerja MBG
62,"daya launching, pembangunan sppg, terpencil desa, launching pembangunan, mbg terpencil",1,2026-01-04 00:42:26.600,Program Air Bersih Maluku Barat Daya
64,"ani, ani keliobas, deng ani, keliobas, cuman amir",1,2026-01-04 00:42:26.600,Penolakan Program MBG
65,"banyak, miskin, buku, aparat, semakin",3,2026-01-04 00:42:26.600,Kemiskinan dan Dampak MBG
66,"gizi sppg, pelayanan pemenuhan, satuan pelayanan, satuan, pelayanan",3,2026-01-04 00:42:26.600,SPPG Polri
67,"saling, sama, sama menjaga, amanah percaya, debat",1,2026-01-04 00:42:26.600,Diskusi Sosial Masyarakat
68,"btul, kaya, wakil bupati, sekarang senyum, petani rugi",2,2026-01-04 00:42:26.600,Ketepatan Penyaluran Bansos
69,"geser adaa, gorom kapan, gorom, adaa gorom, kapan nihh",1,2026-01-04 00:42:26.600,Pertanyaan Jadwal Program
71,"besar pemerintah, berpotensi banjir, ekstrem jawa, fenomena memicu, riset inovasi",1,2026-01-04 00:42:26.600,Musim Kemarau dan Ketahanan Pangan
72,"negara, pendidikan, konstitusi, menjadi, bukan",5,2026-01-04 00:42:26.600,Pendidikan dan Kebijakan Negara
73,"kanal, gizi, media, kanal diinisiasi, kanal berfokus",3,2026-01-04 00:42:26.600,Gizi dan Kantin Sehat
74,"lawang, lawang sumsel, empat lawang, tebingtinggi, empat",2,2026-01-04 00:42:26.600,Rekap Kasus Keracunan MBG
75,"selalu, tangan duluan, tuhan lindungi, selalu menyapa, selalu bpk",2,2026-01-04 00:42:26.600,Ucapan Sehat dan Dukungan
77,"daerah, daerah jawa, banyak daerah, jawa, inpo",4,2026-01-04 00:42:26.600,Pembukaan Dapur MBG Daerah
78,"pegang gepe, cicilia, cicilia pegang, gepe, gepe bali",1,2026-01-04 00:42:26.600,Ketahanan Pangan Kawasan Timur Indonesia
82,"tontonan, isinya, negara, banyak, indonesia",1,2026-01-04 00:42:26.600,Perbandingan Indonesia dan Timor Leste
83,"musuh mengerikan, mengerikan emaknya, emaknya bego, emaknya, bego",1,2026-01-04 00:42:26.600,Kunjungan Presiden ke Maluku
84,"per, night, pax per, per night, per pax",1,2026-01-04 00:42:26.600,Usulan Menu MBG
85,"utk, utk nyekesaikan, tinggal kaji, mjd, lbh jelas",1,2026-01-04 00:42:26.600,Keluhan Ketersediaan Produk
86,"liat, pass, lowongan kantin, mbg khusus, pass liat",1,2026-01-04 00:42:26.600,Komentar Sidak Program MBG
87,"req, req ayam, tdii blng, tdii, req mie",2,2026-01-04 00:42:26.600,Permintaan Menu MBG
-1,"mbg, minn, panen anggur, klo, bahan",110,2026-04-15 00:21:13.300,-1_maluku_provinsi maluku_provinsi_bahan
0,"harga, beras, mahal, harga beras, beras mahal",23,2026-04-15 00:21:13.300,Kenaikan Harga Beras dan Pangan
1,"enak, mbgnya, enak enak, kurang, enak mbg",47,2026-04-15 00:21:13.300,Komentar Menu Makan Bergizi Gratis
2,"temuan bpk, temuan, lsm, bpk, garuda sakti",2,2026-04-15 00:21:13.300,Ketahanan Pangan Provinsi Maluku
3,"anak, anak anak, buaya, bekal, buaya tersebut",23,2026-04-15 00:21:13.300,Sekolah Rakyat dan Anak
4,"mbg, mbg mbg, you, mbg bangkala, bangkala",40,2026-04-15 00:21:13.300,Diskusi Program Makan Bergizi Gratis
5,"pak, pak prabowo, pak mbg, walikota, semangat",23,2026-04-15 00:21:13.300,Dukungan kepada Pemerintah Daerah
6,"mau, gimana, cara, apa, gimna cara",25,2026-04-15 00:21:13.300,Diskusi Umum tentang MBG
7,"orang, orang orang, liar, babi liar, babi",23,2026-04-15 00:21:13.300,Kemiskinan dan Kerawanan Pangan
8,"lebih, lebih baik, baik, mba, pke",25,2026-04-15 00:21:13.300,Perbandingan Program MBG
9,"kualitas sama, semoga seluruh, manfaat mendapatkan, mendapatkan kualitas, seluruh penerima",1,2026-04-15 00:21:13.300,Bantuan Sosial Presiden
10,"mencuri, bukan, kelaparan, curiga, curiga bukan",13,2026-04-15 00:21:13.300,Kelaparan dan Kehidupan Masyarakat Adat
11,"allah, alhamdulillah, abu, mendoakan, allah swt",12,2026-04-15 00:21:13.300,Doa dan Harapan Masyarakat
12,"beras, parut, beras ketan, ketan, dibali",7,2026-04-15 00:21:13.300,Impor Beras Nasional
13,"rakyat, banjir, pajak, jujur, suara",20,2026-04-15 00:21:13.300,Kritik Pajak dan Kebijakan Pemerintah
14,"biayanya siapa, biayanya, nanggung, keracunan biayanya, siapa nanggung",1,2026-04-15 00:21:13.300,Kasus Keracunan Program MBG
15,"sekolah, mbg sekolah, sppg, kantin sekolah, semua sekolah",23,2026-04-15 00:21:13.300,Pelaksanaan MBG di Sekolah
16,"suka, kucing, buah, kucingku, suka buah",26,2026-04-15 00:21:13.300,Komentar Personal
17,"ayam, request, ayam kecap, kecap, besok",22,2026-04-15 00:21:13.300,Permintaan Menu MBG
18,"tengah, maluku tengah, sumilah, tengah cilacap, hasil perhitungan",2,2026-04-15 00:21:13.300,Kegiatan Gizi di Maluku Tengah
19,"aku, enak aku, aku mau, lucu, krim",19,2026-04-15 00:21:13.300,Pengalaman Pribadi
20,"berharap petani, nkri harga, setempat dibikin, tuk ketahanan, kebijakan pemerintah",1,2026-04-15 00:21:13.300,Ketahanan Pangan oleh TNI
21,"semua, dapur mbg, dapur, kerja semua, sklh",22,2026-04-15 00:21:13.300,Pelaksanaan Dapur MBG
22,"jenis, ikan, smoga terus, keren smoga, ikan tongkol",3,2026-04-15 00:21:13.300,Potensi Perikanan Maluku
23,"hari, tiap hari, tiap, sekali, tahu tempe",18,2026-04-15 00:21:13.300,Variasi Menu Harian MBG
24,"semoga, mudahan, standar, berjalan, program terus",16,2026-04-15 00:21:13.300,Ucapan Doa dan Motivasi
25,"kelalaian, total keracunan, kelalaian total, disebut kelalaian, org mungkin",1,2026-04-15 00:21:13.300,Kasus Keracunan Makanan MBG
27,"nasi, telor, dikit, nasi kuning, sayur",18,2026-04-15 00:21:13.300,Komentar Porsi dan Menu Makanan
28,"kat fon, fon, call, call kat, nak call",1,2026-04-15 00:21:13.300,Gerakan Pangan Murah
29,"stunting, tingkat prevalensi, tengkes, maluku utara, utara",3,2026-04-15 00:21:13.300,Stunting di Maluku Utara
30,"kak, pakek, tanya, blum jalan, sdn negeri",9,2026-04-15 00:21:13.300,Pertanyaan Informasi MBG
31,"baru, ustad, kaget, baru tau, bonggol",16,2026-04-15 00:21:13.300,Komentar Isu Pemerintahan
32,"swasembada, swasembada pangan, aamiiin, aamiiin aamiiin, tka",7,2026-04-15 00:21:13.300,Swasembada Pangan
33,"sherly, maluku utara, utara, gubernur, tjoanda",4,2026-04-15 00:21:13.300,Pemerintah Provinsi Maluku Utara
34,"bagus, bagus bagus, makanannya, sidak, lebih bagus",21,2026-04-15 00:21:13.300,Evaluasi Program MBG
35,"pangan lokal, lokal, pangan, memang, sepatutnya",3,2026-04-15 00:21:13.300,Pangan Lokal Maluku
36,"tikus, sdh, bermanfaat, tepat sasaran, tepat",9,2026-04-15 00:21:13.300,Ketepatan Sasaran Program
37,"program, program mbg, kondisikan, mbg program, hentikan program",12,2026-04-15 00:21:13.300,Evaluasi Program MBG Daerah
38,"apa, codot, les, hewan apa, codot hewan",8,2026-04-15 00:21:13.300,Komentar Umum
40,"buat, ngabisin waktu, buat program, kroni, ngabisin",12,2026-04-15 00:21:13.300,Kritik Penggunaan Pajak untuk MBG
41,"mana, awal, woiiii pak, anak kos, punya smp",5,2026-04-15 00:21:13.300,Pertanyaan Lokasi dan Distribusi Beras
42,"biar, biar tau, turun, bagus, eek",14,2026-04-15 00:21:13.300,Kritik terhadap Pemerintah
43,"jangan, sidak, hukum, jangan banyak, iyh",11,2026-04-15 00:21:13.300,Pengawasan Program Pemerintah
44,"nikel, food, food estate, estate, sawit",3,2026-04-15 00:21:13.300,Food Estate dan Ketahanan Pangan
46,"jadi, dunia, sekarang jadi, pangan terbesar, pemberitaan",15,2026-04-15 00:21:13.300,Produksi Beras Nasional
47,"makanan, makanan enak, makanan bergizi, ngga, tadi makanan",10,2026-04-15 00:21:13.300,Kritik Makanan Bergizi Gratis
48,"sdn, dapa, tong, sdn pangkal, sdn indonesiana",17,2026-04-15 00:21:13.300,Komentar Sekolah Daerah
49,"ibu, ibu punya, punya, ibu guru, selalu ibu",11,2026-04-15 00:21:13.300,Komentar tentang Ibu dan Sekolah
50,"jam, masak jam, masak, rolade, makannya jam",7,2026-04-15 00:21:13.300,Jadwal Produksi dan Distribusi MBG
51,"buang, buang buang, susu, banyak, benar",5,2026-04-15 00:21:13.300,Pemborosan Makanan MBG
52,"gratis, mahasiswa maluku, makan bergizi, bergizi gratis, bergizi",3,2026-04-15 00:21:13.300,Implementasi Program MBG
53,"makan, makan siswa, makan olahan, mreka makan, kiye",7,2026-04-15 00:21:13.300,Kebiasaan Konsumsi Masyarakat
54,"tau, pura, mengambil, pura pura, tau pura",11,2026-04-15 00:21:13.300,Kritik Penanganan Masalah MBG
55,"mantap, sppg polres, polres, mantap pak, polres halut",3,2026-04-15 00:21:13.300,Apresiasi Menu Ikan
56,"kata, kata kata, berharga kata, pdhl nyawa, kecil pdhl",6,2026-04-15 00:21:13.300,Konsumsi Ikan dan Gizi
57,"bgn, kepala bgn, kepala, ketua bgn, korupsi kepala",9,2026-04-15 00:21:13.300,Kepala Daerah dan Kebijakan
59,"tak, mampu beli, mampu, takpe beras, cuma mampu",2,2026-04-15 00:21:13.300,Keluhan Ketersediaan Beras
60,"pangan energi, psn, energi, merauke, mendukung",14,2026-04-15 00:21:13.300,PSN Merauke dan Ketahanan Pangan
61,"kerja, kerja sama, solid, bangga, tim",5,2026-04-15 00:21:13.300,Lowongan dan Kondisi Kerja MBG
62,"higenis, kelihatan bersih, bersih higenis, kelihatan, bersih",1,2026-04-15 00:21:13.300,Program Air Bersih Maluku Barat Daya
64,"tutup, tutup mbg, kenal, ajalah gunanya, gunanya meresahkan",13,2026-04-15 00:21:13.300,Penolakan Program MBG
65,"semakin, miskin, banyak, miskin semakin, semakin susah",9,2026-04-15 00:21:13.300,Kemiskinan dan Dampak MBG
66,"gizi sppg, pelayanan pemenuhan, polri, satuan pelayanan, satuan",3,2026-04-15 00:21:13.300,SPPG Polri
67,"sama, pete, tkd, bayar tkd, defisit",8,2026-04-15 00:21:13.300,Diskusi Sosial Masyarakat
68,"kaya, laeng, burger susu, ajah, kaya burger",8,2026-04-15 00:21:13.300,Ketepatan Penyaluran Bansos
69,"kapan, kapan kapan, iki, waktu belajarnya, sofan",9,2026-04-15 00:21:13.300,Pertanyaan Jadwal Program
70,"info, seporsi, harga seporsi, mang, seporsi mang",6,2026-04-15 00:21:13.300,Informasi Harga dan Lowongan
71,"musim, musim kemarau, puncak musim, puncak, kemarau",3,2026-04-15 00:21:13.300,Musim Kemarau dan Ketahanan Pangan
72,"negara, terkagum kagum, berikan jatuh, terkagum, jatuh tangan",6,2026-04-15 00:21:13.300,Pendidikan dan Kebijakan Negara
73,"kdkmp, kantin, gizi, merah putih, kantin desa",3,2026-04-15 00:21:13.300,Gizi dan Kantin Sehat
74,"lawang, lawang sumsel, empat lawang, tebingtinggi, indramayu",1,2026-04-15 00:21:13.300,Rekap Kasus Keracunan MBG
75,"selalu, teh, sehat, sehat selalu, sister",7,2026-04-15 00:21:13.300,Ucapan Sehat dan Dukungan
77,"daerah, sedih dengernya, pengawas disetiap, pengawas, disetiap daerah",4,2026-04-15 00:21:13.300,Pembukaan Dapur MBG Daerah
78,"papua, papua papua, sdh bagus, sistem sdh, efektif efisien",2,2026-04-15 00:21:13.300,Ketahanan Pangan Kawasan Timur Indonesia
79,"ganjar, pdip, jokowi, presiden jokowi, sbg",5,2026-04-15 00:21:13.300,Ganjar dan Aktivitas Politik
80,"tender, tender politik, politik, proyek, politik artinya",12,2026-04-15 00:21:13.300,Tender Politik Program MBG
81,"luar biasa, biasa, luar, amiiiin, sppg goto",10,2026-04-15 00:21:13.300,Apresiasi terhadap SPPG
82,"indonesia, timor leste, leste, timor, juta",5,2026-04-15 00:21:13.300,Perbandingan Indonesia dan Timor Leste
84,"menu, tahu goreng, langsung masukan, masukan menu, pasar langsung",7,2026-04-15 00:21:13.300,Usulan Menu MBG
85,"utk, kosong, vegitu, waduh pantesan, utk menjadi",3,2026-04-15 00:21:13.300,Keluhan Ketersediaan Produk
86,"liat, wowo, wowo liat, liat wowo, kumur",9,2026-04-15 00:21:13.300,Komentar Sidak Program MBG
87,"req, hri, req ayam, steak, req besok",6,2026-04-15 00:21:13.300,Permintaan Menu MBG
