Topic,Words,Frequency,Timestamp,Name
33,"wilayah perusahaan, perusahaan, wilayah, melewati wilayah, perusahaan terlalu",1,2024-05-08 02:49:46.400,Pemerintah Provinsi Maluku Utara
36,"pemerintah memperhatikan, memperhatikan nasib, memperhatikan, nasib, pemerintah",1,2024-05-08 02:49:46.400,Ketepatan Sasaran Program
42,"ngaku, biar, titik, titik koropsi, jojowi anak",1,2024-05-08 02:49:46.400,Kritik terhadap Pemerintah
43,"sebagian hutan, hutan alami, negatif ingat, ingat sisikan, sisikan sebagian",1,2024-05-08 02:49:46.400,Pengawasan Program Pemerintah
53,"cuek tamu, dlu slesaikan, slesaikan cuek, smpe selesai, slesaikan",1,2024-05-08 02:49:46.400,Kebiasaan Konsumsi Masyarakat
62,"sosialisasi pencegahan, satgas tmmd, tmmd, tmmd sosialisasi, pencegahan stunting",1,2024-05-08 02:49:46.400,Program Air Bersih Maluku Barat Daya
76,"bendungan, kementerian pupr, apu, bendungan way, way apu",2,2024-05-08 02:49:46.400,Pembangunan Bendungan
78,"papua, gizi pendapatan, pendapatan keluarga, pedesaan maluku, tenggara timur",2,2024-05-08 02:49:46.400,Ketahanan Pangan Kawasan Timur Indonesia
82,"timor leste, leste, timor, indonesia, negara",5,2024-05-08 02:49:46.400,Perbandingan Indonesia dan Timor Leste
-1,"budaya, shorgum, opm, sagu bahan, sagu",3,2024-08-17 02:28:33.100,-1_maluku_provinsi maluku_provinsi_bahan
0,"komoditas, sajakah, perubahan indeks, perkembangan harga, komoditas apa",1,2024-08-17 02:28:33.100,Kenaikan Harga Beras dan Pangan
8,"sekarang lebih, aceh dri, abri masuk, era sekarang, yonif pak",1,2024-08-17 02:28:33.100,Perbandingan Program MBG
9,"stunting pasar, indonesia joko, lainnya oktober, menyatakan presiden, maluku menyatakan",1,2024-08-17 02:28:33.100,Bantuan Sosial Presiden
11,"acara diberikan, diberikan ato, syaa, syaa allah, ato telur",1,2024-08-17 02:28:33.100,Doa dan Harapan Masyarakat
17,"ayam daging, ayam, daging, gub maluku, merinci",1,2024-08-17 02:28:33.100,Permintaan Menu MBG
18,"maluku tengah, luhkan, tengah, luhkan maluku, kegiatan",2,2024-08-17 02:28:33.100,Kegiatan Gizi di Maluku Tengah
20,"hari pangan, pangan sedunia, sedunia, pangan, uluputty anggota",1,2024-08-17 02:28:33.100,Ketahanan Pangan oleh TNI
32,"swasembada, swasembada pangan, bank tanah, badan bank, bank",3,2024-08-17 02:28:33.100,Swasembada Pangan
35,"areal, nasional ajak, padi nasional, ajak masyarakat, setempat menjaga",1,2024-08-17 02:28:33.100,Pangan Lokal Maluku
42,"pertaniam pensidikan, biar oap, pensidikan biar, pensidikan, ayooo bangun",1,2024-08-17 02:28:33.100,Kritik terhadap Pemerintah
49,"ibu, malaysia, suku, pelajar, asli",1,2024-08-17 02:28:33.100,Komentar tentang Ibu dan Sekolah
53,"pengantin, makan, namanya, urus namanya, cara makan",1,2024-08-17 02:28:33.100,Kebiasaan Konsumsi Masyarakat
63,"inflasi, pengendalian, pengendalian inflasi, inflasi pangan, gerakan nasional",1,2024-08-17 02:28:33.100,Pengendalian Inflasi Pangan
-1,"jln, melaka, transmigrasi, bupati, melaka relax",6,2024-11-26 02:07:19.800,-1_maluku_provinsi maluku_provinsi_bahan
0,"beras papua, bapanas, harga, papua maluku, harga beras",2,2024-11-26 02:07:19.800,Kenaikan Harga Beras dan Pangan
3,"anak, terima kasih, terima, kasih, teman",2,2024-11-26 02:07:19.800,Sekolah Rakyat dan Anak
5,"memberikan waktu, melakukan baik, waktu melakukan, polisi terimakasih, pak polisi",2,2024-11-26 02:07:19.800,Dukungan kepada Pemerintah Daerah
6,"jakarta, mau, woi yesus, anggota mbg, mau apa",2,2024-11-26 02:07:19.800,Diskusi Umum tentang MBG
7,"pastikan besih, sentiada sewa, besih, kawsn, sentiada",1,2024-11-26 02:07:19.800,Kemiskinan dan Kerawanan Pangan
8,"dpt, suku, lebih, balita, byk",2,2024-11-26 02:07:19.800,Perbandingan Program MBG
9,"eggk pernah, sosial entah, didaerah eggk, entah pergi, eggk",1,2024-11-26 02:07:19.800,Bantuan Sosial Presiden
10,"kelaparan, murka, berlimpah, miris, kekayaan",2,2024-11-26 02:07:19.800,Kelaparan dan Kehidupan Masyarakat Adat
11,"dilindungi allah, marilah saling, kebaikan smg, selalu dilindungi, swt aamiin",1,2024-11-26 02:07:19.800,Doa dan Harapan Masyarakat
13,"cegah, rakyat, trandmigrasi biar, trandmigrasi, alhamfulillah",1,2024-11-26 02:07:19.800,Kritik Pajak dan Kebijakan Pemerintah
15,"sekolah, sayur karbo, tinggal maluku, ambil kebun, ubi singkong",1,2024-11-26 02:07:19.800,Pelaksanaan MBG di Sekolah
16,"ank suka, selesa sgt, buah bilik, sgt ank, suka berapa",2,2024-11-26 02:07:19.800,Komentar Personal
18,"maluku tengah, tengah, luhkan, kegiatan makan, kab",7,2024-11-26 02:07:19.800,Kegiatan Gizi di Maluku Tengah
20,"ditjenpas, pelayanan tahanan, pemanfaatan lahan, ditjenpas maluku, lpka ambon",2,2024-11-26 02:07:19.800,Ketahanan Pangan oleh TNI
23,"esok free, hari esok, free, esok, hari",1,2024-11-26 02:07:19.800,Variasi Menu Harian MBG
28,"murah, bsuh, bajet, pangan murah, dah",5,2024-11-26 02:07:19.800,Gerakan Pangan Murah
32,"optimis swasembada, semua optimis, optimis, swasembada pangan, swasembada",1,2024-11-26 02:07:19.800,Swasembada Pangan
33,"utara, halmahera, maluku utara, sagu, bergantung hutan",2,2024-11-26 02:07:19.800,Pemerintah Provinsi Maluku Utara
34,"kelola langsung, tni polri, langsung tni, klu mkn, gratis kelola",1,2024-11-26 02:07:19.800,Evaluasi Program MBG
36,"sdh, harimau, minggu, kali, bantuan",3,2024-11-26 02:07:19.800,Ketepatan Sasaran Program
38,"apa, zonk ngga, zonk, beras apa, pkh beras",1,2024-11-26 02:07:19.800,Komentar Umum
41,"mana, mcm, chek, area mana, area",7,2024-11-26 02:07:19.800,Pertanyaan Lokasi dan Distribusi Beras
43,"jangan, hatus, cpat, tugasnya masing, jangan lalei",2,2024-11-26 02:07:19.800,Pengawasan Program Pemerintah
50,"jam, ptg, klu cilap, esoknya jam, jam tghhr",1,2024-11-26 02:07:19.800,Jadwal Produksi dan Distribusi MBG
52,"bergizi gratis, gratis, bergizi, makan bergizi, program makan",9,2024-11-26 02:07:19.800,Implementasi Program MBG
56,"mulyono, pdhl, kata, ade, tersaji",2,2024-11-26 02:07:19.800,Konsumsi Ikan dan Gizi
59,"tak, taming, taming sari, sari, udang",4,2024-11-26 02:07:19.800,Keluhan Ketersediaan Beras
66,"lalu, pelayanan pemenuhan, gizi sppg, satuan pelayanan, satuan",1,2024-11-26 02:07:19.800,SPPG Polri
67,"cari baras, uang kurang, dijalankn, daerah dijalankn, sama uang",1,2024-11-26 02:07:19.800,Diskusi Sosial Masyarakat
72,"tiadakan kesehatan, bayar utang, kesehatan dana, dana bansos, utang negara",1,2024-11-26 02:07:19.800,Pendidikan dan Kebijakan Negara
77,"daerah, ulat sagu, warga daerah, tertentu semua, tiwul",1,2024-11-26 02:07:19.800,Pembukaan Dapur MBG Daerah
84,"terpenuhi program, program diperluas, dilakukan kecukupan, menu terpenuhi, per porsi",1,2024-11-26 02:07:19.800,Usulan Menu MBG
85,"utk, kosong, utk dec, utk mencegah, separatis",3,2024-11-26 02:07:19.800,Keluhan Ketersediaan Produk
87,"hri, msuk nie, kluar, klau msuk, msuk",1,2024-11-26 02:07:19.800,Permintaan Menu MBG
-1,"bhayangkari, kemala bhayangkari, kemala, yayasan kemala, yayasan",4,2025-03-07 01:46:06.500,-1_maluku_provinsi maluku_provinsi_bahan
0,"harga, hargs, mahal, harga pangan, gabah",5,2025-03-07 01:46:06.500,Kenaikan Harga Beras dan Pangan
1,"bla, bla bla, pilih, pilih menu, ngabisin minyak",1,2025-03-07 01:46:06.500,Komentar Menu Makan Bergizi Gratis
2,"perempuan kelas, jagung jakarin, jakarin, iii ambon, holo",1,2025-03-07 01:46:06.500,Ketahanan Pangan Provinsi Maluku
3,"anak, tuhan, terpilih, pengumuman penempatan, pengumuman",3,2025-03-07 01:46:06.500,Sekolah Rakyat dan Anak
5,"semoga sehat, pasbar sumbar, prabowo memprhatikan, pasbar, memprhatikan disini",1,2025-03-07 01:46:06.500,Dukungan kepada Pemerintah Daerah
6,"mau, mau dieksport, mau import, mau ipo, takut dipublikasikan",2,2025-03-07 01:46:06.500,Diskusi Umum tentang MBG
7,"desa orang, perangkat, saudara perangkat, paling utama, utama saudara",1,2025-03-07 01:46:06.500,Kemiskinan dan Kerawanan Pangan
10,"hutan, mrka, pribumi, suku, mrka mnyadari",1,2025-03-07 01:46:06.500,Kelaparan dan Kehidupan Masyarakat Adat
12,"beras, beras ramos, ramos, selama, apa comakomon",4,2025-03-07 01:46:06.500,Impor Beras Nasional
17,"telor, telor ayam, punya kandang, telor lampung, grosir",1,2025-03-07 01:46:06.500,Permintaan Menu MBG
20,"terobosan memperkuat, sinergitas, sinergitas menjaga, maluku harapan, komoditi pertanian",1,2025-03-07 01:46:06.500,Ketahanan Pangan oleh TNI
21,"yayasan persyaratan, alat masak, terkendala, bantuannya terimakasih, terkendala pemilihan",1,2025-03-07 01:46:06.500,Pelaksanaan Dapur MBG
30,"mobil lengkap, lengkap kak, lengkap, mobil, kak",1,2025-03-07 01:46:06.500,Pertanyaan Informasi MBG
31,"tlrias, subuh sdh, habis subuh, akhamdulilah, akhamdulilah kelaparan",1,2025-03-07 01:46:06.500,Komentar Isu Pemerintahan
32,"swasembada, swasembada pangan, mentan, program swasembada, melakukan koordinasi",3,2025-03-07 01:46:06.500,Swasembada Pangan
37,"ribut, btw jubir, ribut ribut, pake ribut, ikutan partisipasi",1,2025-03-07 01:46:06.500,Evaluasi Program MBG Daerah
38,"apa, pak jokowi, kurawa, kelicikan, pandawa",2,2025-03-07 01:46:06.500,Komentar Umum
40,"buat, suruh deposit, buat ikatan, buat cek, biaya buat",2,2025-03-07 01:46:06.500,Kritik Penggunaan Pajak untuk MBG
47,"pisang jadikan, makanan kambing, jadikan makanan, batang pisang, kambing",1,2025-03-07 01:46:06.500,Kritik Makanan Bergizi Gratis
50,"bag, mlm, bag pemorsian, masak bag, bag masak",1,2025-03-07 01:46:06.500,Jadwal Produksi dan Distribusi MBG
52,"terpancar imran, sppi, bertugas dapur, bertugas, sppi bertugas",1,2025-03-07 01:46:06.500,Implementasi Program MBG
57,"kepala daerah, gus ipul, ipul, gus, kepala",1,2025-03-07 01:46:06.500,Kepala Daerah dan Kebijakan
62,"daya menu, setelahnya tersedia, setelahnya, pusat kota, kapan pelosok",1,2025-03-07 01:46:06.500,Program Air Bersih Maluku Barat Daya
66,"jubir bapak, menyelenggarakan satuan, mantan, mantan jubir, baswedan menyelenggarakan",1,2025-03-07 01:46:06.500,SPPG Polri
67,"sama lampung, padahal sama, enakni menunya, beda padahal, menunya beda",1,2025-03-07 01:46:06.500,Diskusi Sosial Masyarakat
68,"udh buka, morotay, morotay udh, buka, udh",1,2025-03-07 01:46:06.500,Ketepatan Penyaluran Bansos
69,"kapan, utara bgn, iki harga, kapan bengkulu, segini",2,2025-03-07 01:46:06.500,Pertanyaan Jadwal Program
70,"info, tray, steamer, steamer info, tray rice",1,2025-03-07 01:46:06.500,Informasi Harga dan Lowongan
71,"bmkg, musim, musim kemarau, klimatologi, kemarau",2,2025-03-07 01:46:06.500,Musim Kemarau dan Ketahanan Pangan
79,"ganjar, agung kertha, bgn tak, tantangan ekonomi, dewan pembina",1,2025-03-07 01:46:06.500,Ganjar dan Aktivitas Politik
-1,"baras, lapangan pekerjaan, pekerjaan, pengolahan, lapangan",18,2025-06-16 01:24:53.200,-1_maluku_provinsi maluku_provinsi_bahan
0,"harga, naik, harga beras, naik kabupaten, hingga stok",4,2025-06-16 01:24:53.200,Kenaikan Harga Beras dan Pangan
1,"penumpang, enak, ketidakpuasan, langsung penumpang, ketidakpuasan penumpang",2,2025-06-16 01:24:53.200,Komentar Menu Makan Bergizi Gratis
2,"kabupaten buru, buru, niaga, pangan provinsi, provinsi",3,2025-06-16 01:24:53.200,Ketahanan Pangan Provinsi Maluku
3,"anak, anak anak, gizi, anak papua, positif",8,2025-06-16 01:24:53.200,Sekolah Rakyat dan Anak
4,"thank you, mbg busui, you lunch, lunch, busui balita",2,2025-06-16 01:24:53.200,Diskusi Program Makan Bergizi Gratis
5,"pak, subianto terbaik, pak carikan, kang dedi, dedi",2,2025-06-16 01:24:53.200,Dukungan kepada Pemerintah Daerah
6,"mau, gimana, isina, melamar, kerja gimana",5,2025-06-16 01:24:53.200,Diskusi Umum tentang MBG
7,"progam buka, tutup mata, pekerjaan banyak, lowongan pekerjaan, bukti progam",1,2025-06-16 01:24:53.200,Kemiskinan dan Kerawanan Pangan
8,"nyiapin porsi, nyiapin, porsi lebih, bayangin nyiapin, lebih waktu",1,2025-06-16 01:24:53.200,Perbandingan Program MBG
10,"neraka, serangan musuh, serangan, dibayar serangan, pastikan pejabat",2,2025-06-16 01:24:53.200,Kelaparan dan Kehidupan Masyarakat Adat
11,"rabb, allah rabb, allah, mulawarman, alhamdulillah adanya",3,2025-06-16 01:24:53.200,Doa dan Harapan Masyarakat
12,"wkwwkwk beras, wkwwkwk, ramos, beras ramos, beras",1,2025-06-16 01:24:53.200,Impor Beras Nasional
13,"rakyat, dprd maluku, dprd, tergabung aliansi, ketua dpr",2,2025-06-16 01:24:53.200,Kritik Pajak dan Kebijakan Pemerintah
14,"siswa sekolah, siswa, diduga, sekolah menengah, menengah",3,2025-06-16 01:24:53.200,Kasus Keracunan Program MBG
15,"sekolah, belom sampe, disekolah sebelahnya, sekolah tempat, sebelahnya",2,2025-06-16 01:24:53.200,Pelaksanaan MBG di Sekolah
16,"melon, buah, suka, buah pisang, jdi sering",1,2025-06-16 01:24:53.200,Komentar Personal
17,"ayam, request, ayam geprek, geprek, seminggu doang",3,2025-06-16 01:24:53.200,Permintaan Menu MBG
18,"maluku tengah, tengah, tengah capai, zulkarnain, awat optimistis",1,2025-06-16 01:24:53.200,Kegiatan Gizi di Maluku Tengah
19,"aku, dikantin, kerja aku, aku mau, kerja",6,2025-06-16 01:24:53.200,Pengalaman Pribadi
20,"tenkiu, program csr, upaya perwujudan, perwujudan ketahanan, follow tenkiu",2,2025-06-16 01:24:53.200,Ketahanan Pangan oleh TNI
21,"semua gubernur, timnya cowok, keren kompak, sejahteranya rakyat, kompak wow",2,2025-06-16 01:24:53.200,Pelaksanaan Dapur MBG
23,"dapet susu, kyknya buah, kyknya, susu kyknya, buah tiap",1,2025-06-16 01:24:53.200,Variasi Menu Harian MBG
24,"semoga semakin, dimasa, dimasa masa, baik dimasa, mantappp semoga",1,2025-06-16 01:24:53.200,Ucapan Doa dan Motivasi
25,"keracunan, kasus keracunan, kasus, keracunan makanan, makanan basi",14,2025-06-16 01:24:53.200,Kasus Keracunan Makanan MBG
27,"nasi, fresh, lauk, masing, menu nasi",4,2025-06-16 01:24:53.200,Komentar Porsi dan Menu Makanan
28,"gerakan pangan, pangan murah, murah, gerakan, kapolri",4,2025-06-16 01:24:53.200,Gerakan Pangan Murah
30,"kak, kak mau, mau tanya, tanya, jawab kak",11,2025-06-16 01:24:53.200,Pertanyaan Informasi MBG
33,"rao, posi, maluku utara, utara, sherly",3,2025-06-16 01:24:53.200,Pemerintah Provinsi Maluku Utara
34,"akang tambah, bru akang, smp bru, tambah bagus, lulus dri",1,2025-06-16 01:24:53.200,Evaluasi Program MBG
36,"dgn pemerintah, smkn sdh, pemerintah pembayarannya, berbisnis dgn, sdh blm",2,2025-06-16 01:24:53.200,Ketepatan Sasaran Program
37,"pengolahan makanan, mbg ribuan, memastikan kebersihan, kelayakan pengolahan, kebersihan kelayakan",1,2025-06-16 01:24:53.200,Evaluasi Program MBG Daerah
38,"cuci piring, apa lumayan, lumayan bwt, jajan ank, piring apa",1,2025-06-16 01:24:53.200,Komentar Umum
40,"abangku, abangku arnold, pendidikan kopassus, buat abangku, menyertai",1,2025-06-16 01:24:53.200,Kritik Penggunaan Pajak untuk MBG
41,"mana, mana kau, tuhan mana, anak bersyukurlah, alhmdulillah",5,2025-06-16 01:24:53.200,Pertanyaan Lokasi dan Distribusi Beras
42,"biar, banyak bejad, lebih dekat, pejabat indonesia, makanya jerumusin",3,2025-06-16 01:24:53.200,Kritik terhadap Pemerintah
43,"jangan, gengsi, jangan cuma, mas, belakang",2,2025-06-16 01:24:53.200,Pengawasan Program Pemerintah
44,"menulusuri, ikn, nikel, food, estate",1,2025-06-16 01:24:53.200,Food Estate dan Ketahanan Pangan
47,"betul, makanan, bilang makanannya, ahli gizinya, bgtupun",2,2025-06-16 01:24:53.200,Kritik Makanan Bergizi Gratis
49,"ajudan perhatikan, ajudan, perhatikan, ibu, grup miring",2,2025-06-16 01:24:53.200,Komentar tentang Ibu dan Sekolah
50,"jam, masak, jam siang, jam malam, jam brpa",6,2025-06-16 01:24:53.200,Jadwal Produksi dan Distribusi MBG
52,"bergizi, kasturi, kawasan pandan, bintang makan, sejumlah sekolah",2,2025-06-16 01:24:53.200,Implementasi Program MBG
54,"sekarang makanan, makanan murid, murid banyak, banyak basi, tau sekarang",1,2025-06-16 01:24:53.200,Kritik Penanganan Masalah MBG
56,"sayurnya basi, ade gua, gua sayurnya, kata ade, sayurnya",1,2025-06-16 01:24:53.200,Konsumsi Ikan dan Gizi
57,"sholat, kegtu izin, kegtu, izin sholat, izin",1,2025-06-16 01:24:53.200,Kepala Daerah dan Kebijakan
58,"proyek proyek, proyek, tinjau, infrastruktur, serahkan bansos",1,2025-06-16 01:24:53.200,Kunjungan Presiden dan Infrastruktur
59,"kekosongan, september kekosongan, sbtu, kekosongan sbtu, assalamualaikum kekosongan",2,2025-06-16 01:24:53.200,Keluhan Ketersediaan Beras
61,"kerja, kerja masak, bagian, jam kerja, masak",8,2025-06-16 01:24:53.200,Lowongan dan Kondisi Kerja MBG
64,"pangkas, lauknya, lauknya pangkas, brp anggaran, cuman lauknya",1,2025-06-16 01:24:53.200,Penolakan Program MBG
66,"pelayanan, polri, gedung, menghadiri, pelayanan pemenuhan",2,2025-06-16 01:24:53.200,SPPG Polri
67,"wagyu, wagyu sama, caviar, daging mnta, sama caviar",1,2025-06-16 01:24:53.200,Diskusi Sosial Masyarakat
70,"loker, info, info loker, krja, mau info",6,2025-06-16 01:24:53.200,Informasi Harga dan Lowongan
71,"musim hujan, musim, hujan, hujan indonesia, hidrometeorologi sekaligus",1,2025-06-16 01:24:53.200,Musim Kemarau dan Ketahanan Pangan
73,"terimakasih kalian, kalian pejuang, pejuang gizi, pejuang, terimakasih",1,2025-06-16 01:24:53.200,Gizi dan Kantin Sehat
74,"februari, lawang sumsel, empat lawang, lawang, tebingtinggi",1,2025-06-16 01:24:53.200,Rekap Kasus Keracunan MBG
76,"bendungan, ketahanan air, air pangan, apu, way apu",2,2025-06-16 01:24:53.200,Pembangunan Bendungan
77,"daerah, tau inpo, umum daerah, lampung kecamatan, panjang siapa",2,2025-06-16 01:24:53.200,Pembukaan Dapur MBG Daerah
78,"papua, daerah mulai, papua keruk, keruk, keruk terus",1,2025-06-16 01:24:53.200,Ketahanan Pangan Kawasan Timur Indonesia
81,"luar biasa, biasa, luar, utara makmur, pertanian kelautan",1,2025-06-16 01:24:53.200,Apresiasi terhadap SPPG
84,"menu berapa, per menu, berapa budget, budget, berapa",1,2025-06-16 01:24:53.200,Usulan Menu MBG
85,"kosong, utk check, checkout, besok utk, checkout kosong",2,2025-06-16 01:24:53.200,Keluhan Ketersediaan Produk
87,"req, req steak, steak buat, skansaa, buat skansaa",1,2025-06-16 01:24:53.200,Permintaan Menu MBG
-1,"padi, dgn, untung, bahan, jawa",18,2025-09-25 01:03:39.900,-1_maluku_provinsi maluku_provinsi_bahan
0,"mahal, beras, beras mahal, omon, harga",10,2025-09-25 01:03:39.900,Kenaikan Harga Beras dan Pangan
1,"ekor jadi, punya ayam, kmrn beli, berasnya enak, sphp berasnya",1,2025-09-25 01:03:39.900,Komentar Menu Makan Bergizi Gratis
3,"anak, lamo, anak niii, ohho, neee",4,2025-09-25 01:03:39.900,Sekolah Rakyat dan Anak
5,"pak, ummat pak, citra, citra ummat, bravo pak",9,2025-09-25 01:03:39.900,Dukungan kepada Pemerintah Daerah
6,"mau, petani mau, nanam, petani, hei",3,2025-09-25 01:03:39.900,Diskusi Umum tentang MBG
7,"murit, asli, orang, sama warga, berikan uang",2,2025-09-25 01:03:39.900,Kemiskinan dan Kerawanan Pangan
8,"lebih, baik, butuhkan, lebih baik, gede angkanya",5,2025-09-25 01:03:39.900,Perbandingan Program MBG
9,"penerima manfaat, penerima, manfaat, meunang, eta",3,2025-09-25 01:03:39.900,Bantuan Sosial Presiden
10,"hutan, hentikan, kelaparan koplak, sendiri bnyk, mrk lah",2,2025-09-25 01:03:39.900,Kelaparan dan Kehidupan Masyarakat Adat
11,"sher, sllu, alhamdulillah, masing, bahan impor",2,2025-09-25 01:03:39.900,Doa dan Harapan Masyarakat
12,"beras, titiek, petugas, rusak, beras kebuang",12,2025-09-25 01:03:39.900,Impor Beras Nasional
13,"rakyat, cair seterus, seterus, cair, depan cair",3,2025-09-25 01:03:39.900,Kritik Pajak dan Kebijakan Pemerintah
14,"siswa, keracunan, gratis mbg, diduga, bergizi gratis",28,2025-09-25 01:03:39.900,Kasus Keracunan Program MBG
15,"sekolah, knapa, dapur knapa, sekolah kracunan, knapa sekolah",1,2025-09-25 01:03:39.900,Pelaksanaan MBG di Sekolah
17,"deng, ayam, kaa, sayor garu, kaa sama",2,2025-09-25 01:03:39.900,Permintaan Menu MBG
18,"maluku tengah, tengah, kabupaten maluku, bawang, sejumlah",3,2025-09-25 01:03:39.900,Kegiatan Gizi di Maluku Tengah
20,"malut, ketahanan, ketahanan pangan, unt, pangan",3,2025-09-25 01:03:39.900,Ketahanan Pangan oleh TNI
21,"impor, semua, milyader, penginapan, pengusaha",2,2025-09-25 01:03:39.900,Pelaksanaan Dapur MBG
23,"katas, sampe, tiap hari, katas tadupi, adistribusi",1,2025-09-25 01:03:39.900,Variasi Menu Harian MBG
24,"cepat diatasi, diatasi, dpat semoga, semoga cepat, negeri dpat",2,2025-09-25 01:03:39.900,Ucapan Doa dan Motivasi
25,"keracunan, kasus keracunan, kasus, keracunan makanan, makanan basi",11,2025-09-25 01:03:39.900,Kasus Keracunan Makanan MBG
26,"wuryanto, wuryanto minta, minta pemprov, cepat atasi, atasi lonjakan",1,2025-09-25 01:03:39.900,Program Penurunan Stunting
28,"polri, murah, pangan murah, gerakan pangan, polda",11,2025-09-25 01:03:39.900,Gerakan Pangan Murah
30,"beras bgtu, bikin nama, nama beras, kak dmn, dmn bikin",1,2025-09-25 01:03:39.900,Pertanyaan Informasi MBG
32,"swasembada, swasembada pangan, petani, panen, cuma",6,2025-09-25 01:03:39.900,Swasembada Pangan
33,"maluku utara, keadilan, keadilan makmuran, indonesia keadilan, makmuran",2,2025-09-25 01:03:39.900,Pemerintah Provinsi Maluku Utara
36,"kerna, seringkali tepat, siapa layak, sendiri kerna, mts selii",3,2025-09-25 01:03:39.900,Ketepatan Sasaran Program
37,"program, program mbg, banyumas, laku organisasi, banser patriot",7,2025-09-25 01:03:39.900,Evaluasi Program MBG Daerah
38,"beras mubajir, jang, banyak mengeluh, jang talalu, apa kasih",2,2025-09-25 01:03:39.900,Komentar Umum
39,"oho, kara, ngofa, demo, tara",22,2025-09-25 01:03:39.900,Komentar Bahasa Daerah Maluku
40,"buat beli, cuma buat, buat, pak cuma, terjerat rentenir",1,2025-09-25 01:03:39.900,Kritik Penggunaan Pajak untuk MBG
41,"contact, mna contact, mcm mna, mna, mcm",1,2025-09-25 01:03:39.900,Pertanyaan Lokasi dan Distribusi Beras
42,"utk generasi, biar merata, generasi pintar, alokasikan, alokasikan pendidikan",1,2025-09-25 01:03:39.900,Kritik terhadap Pemerintah
43,"bae, jangan, cari uang, murah paling, sulit sembako",1,2025-09-25 01:03:39.900,Pengawasan Program Pemerintah
44,"kalbar, food, food estate, estate, bapak",1,2025-09-25 01:03:39.900,Food Estate dan Ketahanan Pangan
46,"jadi buruk, beras jadi, banyak beras, terlalu banyak, terlalu",1,2025-09-25 01:03:39.900,Produksi Beras Nasional
47,"makanan, mbg makanan, beracun gratis, makanan bergizi, makanan beracun",5,2025-09-25 01:03:39.900,Kritik Makanan Bergizi Gratis
48,"wee masa, smkn blum, sman smkn, masa sman, wee",1,2025-09-25 01:03:39.900,Komentar Sekolah Daerah
49,"mmbangun masyarakat, sgt mmbangun, ibu sgt, mmbangun, sgt",1,2025-09-25 01:03:39.900,Komentar tentang Ibu dan Sekolah
50,"jam, jam siang, siang, pulang jam, pulang",2,2025-09-25 01:03:39.900,Jadwal Produksi dan Distribusi MBG
51,"buang, prihatin hari, guru merasa, makanannya buang, prabowo hentikan",2,2025-09-25 01:03:39.900,Pemborosan Makanan MBG
52,"program makan, makan bergizi, bergizi gratis, gratis, bergizi",3,2025-09-25 01:03:39.900,Implementasi Program MBG
53,"nage, mangofa, ana mangofa, nage ana, ana",4,2025-09-25 01:03:39.900,Kebiasaan Konsumsi Masyarakat
55,"mantap, mantap pak, pak wali, wali, serli",5,2025-09-25 01:03:39.900,Apresiasi Menu Ikan
56,"trng dulu, trng, tra dpa, ade belajar, belajar bersyukur",1,2025-09-25 01:03:39.900,Konsumsi Ikan dan Gizi
57,"sofifi kpn, kpn bertanya, kpn, nada lembut, bertanya nada",1,2025-09-25 01:03:39.900,Kepala Daerah dan Kebijakan
59,"tak, kekosongan, tanya jasin, tak family, jasin sungai",3,2025-09-25 01:03:39.900,Keluhan Ketersediaan Beras
63,"inflasi, pengendalian, pengendalian inflasi, inflasi pangan, memperkuat kolaborasi",1,2025-09-25 01:03:39.900,Pengendalian Inflasi Pangan
65,"mbah soeharto, pejabat korupsi, banyak pejabat, kelaparan semakin, mbah",1,2025-09-25 01:03:39.900,Kemiskinan dan Dampak MBG
66,"polri, sppg polri, sppg, gizi sppg, pelayanan pemenuhan",4,2025-09-25 01:03:39.900,SPPG Polri
68,"nyh, kaya, pko, pko nyh, jngn sampe",2,2025-09-25 01:03:39.900,Ketepatan Penyaluran Bansos
69,"kapan, tidore kapan, data kapan, malah kekurangan, kapan hari",2,2025-09-25 01:03:39.900,Pertanyaan Jadwal Program
71,"sumatera, aceh sumatera, aceh, sawit, wilayah",1,2025-09-25 01:03:39.900,Musim Kemarau dan Ketahanan Pangan
72,"kesehatan teros, bunda purbaya, amanah seluruh, sekeluarga berikan, seluruh rakyat",1,2025-09-25 01:03:39.900,Pendidikan dan Kebijakan Negara
74,"lawang, lawang sumsel, empat lawang, tebingtinggi, empat",8,2025-09-25 01:03:39.900,Rekap Kasus Keracunan MBG
75,"selalu, sehat selalu, tulang cari, semogah, semogah nelayan",2,2025-09-25 01:03:39.900,Ucapan Sehat dan Dukungan
77,"bhsa, pintar bhsa, sdiri, muda malu, malu bhsa",1,2025-09-25 01:03:39.900,Pembukaan Dapur MBG Daerah
78,"java, nusa tenggara, nusa, central, west",2,2025-09-25 01:03:39.900,Ketahanan Pangan Kawasan Timur Indonesia
81,"contoh daerah, biasa contoh, malut luar, gubernur malut, luar biasa",1,2025-09-25 01:03:39.900,Apresiasi terhadap SPPG
84,"wong kunjungi, lengkap menu, menu wong, kunjungi pejabat, wong",1,2025-09-25 01:03:39.900,Usulan Menu MBG
-1,"mama, menu, kuah kuning, tbg, super lezat",20,2026-01-04 00:42:26.600,-1_maluku_provinsi maluku_provinsi_bahan
0,"geratis, harga, geratis makan, murah turun, pangan harga",3,2026-01-04 00:42:26.600,Kenaikan Harga Beras dan Pangan
