epoch,eval_loss,eval_accuracy,eval_f1_macro,eval_f1_weighted
1.0,0.6030063033103943,0.7801724137931034,0.7477982618813862,0.7781870314433708
2.0,0.3906737267971039,0.8577586206896551,0.8485677796022624,0.8625278391182076
3.0,0.35124510526657104,0.9094827586206896,0.9050935402389074,0.909398501093625
4.0,0.45247095823287964,0.896551724137931,0.8912138429166293,0.896239708300667
5.0,0.6300855278968811,0.8706896551724138,0.8644121094818136,0.871326240268894
6.0,0.5307928323745728,0.9008620689655172,0.8952362490723716,0.9022118099857946
6.0,0.35124510526657104,0.9094827586206896,0.9050935402389074,0.909398501093625
